,preferred,bias,member,Time
1663,6.750,BE,41,351.0
1664,6.813,,2,351.0
1665,6.813,,16,351.0
1666,6.813,,30,351.0
1667,6.813,BE,42,351.0
1668,6.813,BE,43,351.0
1669,6.813,BE,75,351.0
1670,6.750,BE,25,351.0
1671,6.813,BE,7,351.0
1672,6.813,BE,31,351.0
1673,6.813,,101,351.0
1674,6.813,BS,54,351.0
1675,6.813,A,58,351.0
1676,6.875,BS,60,351.0
1677,6.813,,69,352.0
1679,6.788,,43,352.0
1680,6.813,,2,352.0
1695,6.438,,35,353.0
1696,6.438,,69,353.0
1697,6.469,BE,43,353.0
1698,6.500,,16,353.0
1699,6.500,,41,353.0
1700,6.500,,75,353.0
1701,6.624,A,30,353.0
1702,6.625,,2,353.0
1703,6.625,BS,8,353.0
1704,6.625,,10,353.0
1705,6.625,,42,353.0
1706,6.500,BE,25,353.0
1707,6.509,LE,7,353.0
1708,6.625,,31,353.0
1709,6.625,,101,353.0
1710,6.625,,54,353.0
1711,6.625,,58,353.0
1712,6.625,,60,353.0
1713,6.591,,2,355.0
1714,6.625,,25,355.0
1716,6.561,,35,355.0
1717,6.625,,41,355.0
1731,7.375,BT,2,356.0
1732,7.375,BT,35,356.0
1733,7.375,BT,41,356.0
1734,7.375,BT,43,356.0
1735,7.375,BT,69,356.0
1736,7.500,BT,16,356.0
1737,7.500,BT,30,356.0
1738,7.625,BT,25,356.0
1739,7.750,,7,356.0
1740,8.000,,101,356.0
1741,8.000,,60,356.0
1742,7.375,BT,8,356.0
1743,7.500,BT,10,356.0
1744,7.500,,31,356.0
1745,7.500,BT,42,356.0
1746,7.500,BT,54,356.0
1747,7.500,BT,58,356.0
1748,7.500,BT,75,356.0
1749,7.500,,2,357.0
1751,7.535,,16,357.0
1752,7.500,,25,357.0
1767,8.125,BT,2,358.0
1768,8.125,BT,7,358.0
1769,8.125,BT,16,358.0
1770,8.125,BT,25,358.0
1771,8.125,BT,30,358.0
1772,8.125,BT,35,358.0
1773,8.125,BT,41,358.0
1774,8.125,BT,43,358.0
1775,8.125,BT,100,358.0
1776,8.125,BT,60,358.0
1777,8.125,BT,69,358.0
1778,8.125,BT,101,358.0
1779,8.125,BT,8,358.0
1780,8.125,BT,10,358.0
1781,8.125,BT,31,358.0
1782,8.125,BT,54,358.0
1783,8.125,BT,58,358.0
1784,8.125,BT,75,358.0
1786,8.125,BT,2,358.0
1787,8.125,BT,7,358.0
1788,8.125,BT,16,358.0
1789,8.125,BT,25,358.0
1790,8.125,BT,30,358.0
1791,8.125,BT,35,358.0
1792,8.125,BT,41,358.0
1793,8.125,BT,43,358.0
1794,8.125,BT,100,358.0
1795,8.125,BT,60,358.0
1796,8.125,BT,69,358.0
1797,8.125,BT,101,358.0
1798,8.125,BT,8,358.0
1799,8.125,BT,10,358.0
1800,8.125,BT,31,358.0
1801,8.125,BT,54,358.0
1802,8.125,BT,58,358.0
1803,8.125,BT,75,358.0
1805,8.938,,69,360.0
1808,8.438,,7,360.0
1809,8.902,,25,360.0
1810,8.938,,30,360.0
1812,8.804,,43,360.0
1813,8.813,,100,360.0
1815,8.866,,16,360.0
1816,8.938,,60,360.0
1825,8.938,,35,361.0
1828,8.438,,100,361.0
1829,8.902,,69,361.0
1830,8.938,,16,361.0
1832,8.804,,7,361.0
1833,8.813,,101,361.0
1835,8.866,,99,361.0
1836,8.938,,10,361.0
1842,9.750,BS,2,362.0
1843,9.750,BT,30,362.0
1844,9.750,BT,31,362.0
1845,9.750,BT,35,362.0
1846,9.750,BT,41,362.0
1847,9.750,BT,42,362.0
1848,9.750,BS,43,362.0
1849,9.750,BT,100,362.0
1850,9.750,BS,54,362.0
1851,9.750,BS,69,362.0
1852,9.909,LT,16,362.0
1853,9.918,LT,99,362.0
1854,9.750,BT,7,362.0
1855,9.750,BT,10,362.0
1856,9.750,BT,75,362.0
1857,9.985,LT,25,362.0
1858,10.000,,60,362.0
1859,10.000,,101,362.0
1861,9.750,BS,69,362.0
1862,9.750,BT,35,362.0
1863,9.750,BT,41,362.0
1864,9.750,BT,2,362.0
1865,9.750,BT,16,362.0
1866,9.750,BT,30,362.0
1867,9.750,BS,31,362.0
1868,9.750,BT,42,362.0
1869,9.750,BS,43,362.0
1870,9.750,BS,100,362.0
1871,9.909,LT,99,362.0
1872,9.918,LT,7,362.0
1873,9.750,BT,8,362.0
1874,9.750,BT,10,362.0
1875,9.750,BT,25,362.0
1876,9.985,LT,101,362.0
1877,10.000,,60,362.0
1879,9.063,,69,365.0
1880,9.313,BS,2,365.0
1881,9.313,BS,16,365.0
1882,9.313,BS,30,365.0
1883,9.313,BS,31,365.0
1884,9.313,BE,41,365.0
1885,9.313,BS,42,365.0
1886,9.313,BS,43,365.0
1887,9.313,BS,100,365.0
1888,9.313,BS,54,365.0
1889,9.313,BS,99,365.0
1890,9.313,BS,7,365.0
1891,9.313,BE,8,365.0
1892,9.313,BS,10,365.0
1893,9.313,BS,25,365.0
1894,9.313,BS,60,365.0
1895,9.313,BS,75,365.0
1896,9.313,,101,365.0
1898,9.307,,16,364.0
1899,9.313,,30,364.0
1914,8.500,,69,366.0
1915,9.000,BE,2,366.0
1916,9.000,BS,16,366.0
1917,9.000,BE,30,366.0
1918,9.000,BS,31,366.0
1919,9.000,BE,41,366.0
1920,9.000,BE,42,366.0
1921,9.000,BE,43,366.0
1922,9.000,BS,100,366.0
1923,9.000,BS,54,366.0
1924,9.000,BS,99,366.0
1925,9.000,BE,7,366.0
1926,9.000,BE,8,366.0
1927,9.000,BS,10,366.0
1928,9.000,BS,25,366.0
1929,9.000,BT,101,366.0
1930,9.000,BS,60,366.0
1931,9.000,BS,75,366.0
1932,9.000,,69,367.0
1933,9.000,,2,367.0
1935,8.972,,30,367.0
1936,9.000,,31,367.0
1950,8.000,,69,368.0
1951,8.250,BS,16,368.0
1952,8.250,BS,30,368.0
1953,8.250,BS,41,368.0
1954,8.250,BS,42,368.0
1955,8.250,BS,43,368.0
1956,8.250,BS,99,368.0
1957,8.500,,2,368.0
1958,8.500,BE,31,368.0
1959,8.500,BE,100,368.0
1960,8.500,BE,54,368.0
1961,8.250,BS,10,368.0
1962,8.250,BS,25,368.0
1963,8.500,,7,368.0
1964,8.500,BE,8,368.0
1965,8.500,BS,60,368.0
1966,8.500,BE,75,368.0
1967,9.000,,101,368.0
1968,8.500,,69,369.0
1970,8.389,,8,369.0
1971,8.375,,16,369.0
1986,8.250,BS,2,370.0
1987,8.250,BS,8,370.0
1988,8.250,BS,16,370.0
1989,8.250,BS,30,370.0
1990,8.250,BT,41,370.0
1991,8.250,BS,43,370.0
1992,8.250,BS,100,370.0
1993,8.250,BS,69,370.0
1994,8.250,BS,75,370.0
1995,8.400,LT,10,370.0
1996,8.500,,101,370.0
1997,8.250,BS,25,370.0
1998,8.250,BT,31,370.0
1999,8.250,BS,42,370.0
2000,8.250,BT,54,370.0
2001,8.250,BT,99,370.0
2002,8.445,LT,7,370.0
2003,8.555,LT,60,370.0
2004,8.321,,2,371.0
2005,8.250,,8,371.0
2007,8.300,,16,371.0
2008,8.250,,30,371.0
2022,7.923,LE,69,373.0
2023,8.250,BS,2,373.0
2024,8.250,BE,8,373.0
2025,8.250,BS,10,373.0
2026,8.250,BE,16,373.0
2027,8.250,BE,30,373.0
2028,8.250,BS,101,373.0
2029,8.250,BE,43,373.0
2030,8.250,BE,100,373.0
2031,8.250,BE,85,373.0
2032,8.250,BE,75,373.0
2033,8.250,BS,7,373.0
2034,8.250,BE,25,373.0
2035,8.250,BS,31,373.0
2036,8.250,BE,42,373.0
2037,8.250,BS,54,373.0
2038,8.250,BS,60,373.0
2039,8.250,,99,373.0
2041,8.232,,2,372.0
2042,8.250,,8,372.0
2057,7.500,,69,374.0
2058,7.750,BE,8,374.0
2059,7.750,BE,16,374.0
2060,7.750,BE,30,374.0
2061,7.750,BE,100,374.0
2062,7.750,BE,85,374.0
2063,7.922,LTb,75,374.0
2064,8.000,,2,374.0
2065,8.000,BE,10,374.0
2066,8.000,,101,374.0
2067,8.000,,43,374.0
2068,7.750,BE,25,374.0
2069,7.750,BE,42,374.0
2070,7.750,BE,99,374.0
2071,7.788,LE,7,374.0
2072,8.000,BE,31,374.0
2073,8.000,BE,54,374.0
2074,7.500,,60,374.0
2075,7.750,BE,69,374.0
2076,7.750,BE,2,374.0
2077,7.750,BE,8,374.0
2078,7.750,BE,10,374.0
2079,7.750,BE,16,374.0
2080,7.922,LTb,30,374.0
2081,8.000,,43,374.0
2082,8.000,BE,100,374.0
2083,8.000,,85,374.0
2084,8.000,,75,374.0
2085,7.750,BE,101,374.0
2086,7.750,BE,25,374.0
2087,7.750,BE,31,374.0
2088,7.788,LE,42,374.0
2089,8.000,BE,60,374.0
2090,8.000,BE,99,374.0
2092,6.755,LE,69,376.0
2093,7.000,,2,376.0
2094,7.000,BE,8,376.0
2095,7.000,BE,10,376.0
2096,7.000,BE,16,376.0
2097,7.000,BE,30,376.0
2098,7.000,BE,43,376.0
2099,7.000,BE,100,376.0
2100,7.000,BE,85,376.0
2101,7.000,BE,75,376.0
2102,7.250,,101,376.0
2103,6.750,,25,376.0
2104,7.000,BE,7,376.0
2105,7.000,BE,31,376.0
2106,7.000,BE,42,376.0
2107,7.000,,54,376.0
2108,7.000,BE,99,376.0
2109,7.248,A,60,376.0
2110,7.000,,2,377.0
2112,7.000,,16,377.0
2113,7.000,,25,377.0
2128,6.000,BT,2,378.0
2129,6.000,BS,7,378.0
2130,6.000,BS,16,378.0
2131,6.000,BE,25,378.0
2132,6.000,BS,30,378.0
2133,6.000,BE,42,378.0
2134,6.000,BE,43,378.0
2135,6.000,BS,100,378.0
2136,6.000,BS,85,378.0
2137,6.000,BS,60,378.0
2138,6.000,BS,8,378.0
2139,6.000,BS,31,378.0
2140,6.000,BS,101,378.0
2141,6.000,BS,94,378.0
2142,6.000,BS,54,378.0
2143,6.000,BS,75,378.0
2144,6.000,BS,99,378.0
2145,6.000,,2,379.0
2146,6.000,,7,379.0
2148,6.000,,25,379.0
2149,6.000,,30,379.0
2162,5.750,BS,2,381.0
2163,5.750,BS,7,381.0
2164,5.750,BS,16,381.0
2165,5.750,BS,25,381.0
2166,5.750,BS,30,381.0
2167,5.750,BS,42,381.0
2168,5.750,BS,43,381.0
2169,5.750,BS,100,381.0
2170,5.750,BS,85,381.0
2171,5.750,BT,60,381.0
2172,5.750,BS,8,381.0
2173,5.750,BS,31,381.0
2174,5.750,BS,101,381.0
2175,5.750,BS,94,381.0
2176,5.750,BS,54,381.0
2177,5.750,BS,75,381.0
2178,5.750,BS,99,381.0
2179,5.750,,42,380.0
2181,5.750,,7,380.0
2182,5.750,,16,380.0
2196,5.250,BS,2,382.0
2197,5.250,BE,7,382.0
2198,5.250,BE,16,382.0
2199,5.250,BE,25,382.0
2200,5.250,BE,30,382.0
2201,5.250,BE,42,382.0
2202,5.250,BE,43,382.0
2203,5.250,BS,100,382.0
2204,5.250,BE,85,382.0
2205,5.250,BS,60,382.0
2206,5.018,LE,90,382.0
2207,5.250,BE,8,382.0
2208,5.250,BS,88,382.0
2209,5.250,BE,94,382.0
2210,5.250,BS,54,382.0
2211,5.250,BE,75,382.0
2212,5.250,BE,99,382.0
2213,5.217,,16,383.0
2214,5.250,,25,383.0
2216,5.236,,42,383.0
2217,5.250,,100,383.0
2230,3.893,LE,87,384.0
2231,4.000,,42,384.0
2232,4.500,BE,2,384.0
2233,4.500,BE,7,384.0
2234,4.500,BE,16,384.0
2235,4.500,BE,25,384.0
2236,4.500,BE,30,384.0
2237,4.500,BE,43,384.0
2238,4.500,BS,100,384.0
2239,4.500,BE,86,384.0
2240,4.500,BE,85,384.0
2241,4.500,BE,60,384.0
2242,4.000,,8,384.0
2243,4.000,,94,384.0
2244,4.000,,99,384.0
2245,4.500,BS,88,384.0
2246,4.500,BE,54,384.0
2247,4.500,BS,75,384.0
2248,4.500,BE,90,384.0
2249,4.500,,99,385.0
2251,4.363,,16,385.0
2252,4.500,,30,385.0
2268,4.000,BS,2,386.0
2269,4.000,BE,16,386.0
2270,4.000,BE,30,386.0
2271,4.000,BE,88,386.0
2272,4.000,BS,89,386.0
2273,4.000,BS,43,386.0
2274,4.000,BE,100,386.0
2275,4.000,BE,86,386.0
2276,4.000,BS,54,386.0
2277,4.000,BE,85,386.0
2278,4.000,BE,87,386.0
2279,4.000,BE,99,386.0
2280,4.000,BE,7,386.0
2281,4.000,BE,8,386.0
2282,4.000,BE,25,386.0
2283,4.000,BE,42,386.0
2284,4.000,BS,94,386.0
2285,4.000,BS,60,386.0
2286,4.000,BS,75,386.0
2287,4.000,,2,387.0
2288,4.000,,16,387.0
2290,4.000,,88,387.0
2291,4.000,,89,387.0
2306,3.473,LE,89,388.0
2307,3.500,LE,87,388.0
2308,3.530,LE,88,388.0
2309,3.636,LE,99,388.0
2310,3.750,BS,2,388.0
2311,3.750,BE,16,388.0
2312,3.750,BE,30,388.0
2313,3.750,BS,43,388.0
2314,3.750,BS,100,388.0
2315,3.750,BE,86,388.0
2316,3.750,BS,54,388.0
2317,3.750,BE,85,388.0
2318,3.250,,42,388.0
2319,3.750,BE,7,388.0
2320,3.750,BE,8,388.0
2321,3.750,BE,25,388.0
2322,3.750,BS,94,388.0
2323,3.750,BE,60,388.0
2324,3.750,BS,75,388.0
2325,3.750,,88,389.0
2327,3.678,,86,389.0
2328,3.750,,2,389.0
2344,2.500,,87,390.0
2345,2.709,LE,88,390.0
2346,2.739,LE,86,390.0
2347,2.810,LE,99,390.0
2348,2.990,A,89,390.0
2349,3.000,BS,2,390.0
2350,3.000,BE,16,390.0
2351,3.000,BE,30,390.0
2352,3.000,BE,43,390.0
2353,3.000,BS,100,390.0
2354,3.000,BS,54,390.0
2355,3.000,BE,85,390.0
2356,2.733,LE,42,390.0
2357,2.738,LE,25,390.0
2358,2.750,,7,390.0
2359,2.750,BE,60,390.0
2360,2.800,LE,8,390.0
2361,3.000,BS,94,390.0
2362,3.000,BE,75,390.0
2363,2.825,,89,391.0
2364,2.750,,87,391.0
2366,2.869,,99,391.0
2367,2.990,,2,391.0
2382,3.000,BS,2,392.0
2383,3.000,BS,16,392.0
2384,3.000,BS,30,392.0
2385,3.000,BS,88,392.0
2386,3.000,BS,89,392.0
2387,3.000,BS,43,392.0
2388,3.000,BS,100,392.0
2389,3.000,BS,86,392.0
2390,3.000,BT,54,392.0
2391,3.000,BS,85,392.0
2392,3.000,BS,87,392.0
2393,3.000,BS,99,392.0
2394,3.000,BS,8,392.0
2395,3.000,BS,92,392.0
2396,3.000,BS,25,392.0
2397,3.000,BS,42,392.0
2398,3.000,BS,94,392.0
2399,3.000,BS,60,392.0
2400,3.000,BS,75,392.0
2401,3.000,,2,393.0
2403,3.000,,16,393.0
2404,3.000,,30,393.0
2420,3.000,BS,8,394.0
2421,3.000,BS,16,394.0
2422,3.000,BS,30,394.0
2423,3.000,BS,42,394.0
2424,3.000,BS,43,394.0
2425,3.000,BS,100,394.0
2426,3.000,BS,94,394.0
2427,3.000,BS,85,394.0
2428,3.000,BS,87,394.0
2429,3.000,BS,75,394.0
2430,3.304,LT,86,394.0
2431,3.500,,2,394.0
2432,3.000,BS,92,394.0
2433,3.000,BS,25,394.0
2434,3.000,BS,88,394.0
2435,3.000,BS,54,394.0
2436,3.000,BS,60,394.0
2437,3.000,BS,99,394.0
2438,3.003,A,89,394.0
2439,3.000,,8,395.0
2440,3.000,,16,395.0
2442,3.042,,42,395.0
2443,3.000,,43,395.0
2458,3.000,BT,8,396.0
2459,3.000,BT,30,396.0
2460,3.000,BS,42,396.0
2461,3.000,BT,43,396.0
2462,3.000,BT,100,396.0
2463,3.000,BT,86,396.0
2464,3.000,BT,94,396.0
2465,3.000,,85,396.0
2466,3.000,BT,97,396.0
2467,3.000,BT,87,396.0
2468,3.000,BT,75,396.0
2469,3.190,LT,2,396.0
2470,3.000,BT,92,396.0
2471,3.000,BS,25,396.0
2472,3.000,BS,88,396.0
2473,3.000,BT,54,396.0
2474,3.000,BT,60,396.0
2475,3.000,BT,99,396.0
2476,3.292,LT,89,396.0
2477,3.016,,2,397.0
2478,3.000,,8,397.0
2479,3.000,,30,397.0
2496,3.000,BS,2,398.0
2497,3.000,BS,8,398.0
2498,3.000,BS,30,398.0
2499,3.000,BS,42,398.0
2500,3.000,BS,43,398.0
2501,3.000,BS,100,398.0
2502,3.000,BS,86,398.0
2503,3.000,BS,93,398.0
2504,3.000,BS,94,398.0
2505,3.000,BS,85,398.0
2506,3.000,BS,87,398.0
2507,3.000,BS,75,398.0
2508,3.000,BS,92,398.0
2509,3.000,BS,25,398.0
2510,3.000,BS,88,398.0
2511,3.000,BS,54,398.0
2512,3.000,BS,60,398.0
2513,3.000,BS,99,398.0
2514,3.000,,8,399.0
2515,3.000,,30,399.0
2517,3.000,,43,399.0
2518,3.000,,100,399.0
2533,3.000,BS,93,400.0
2534,3.000,BS,8,400.0
2535,3.000,BS,30,400.0
2536,3.000,BS,42,400.0
2537,3.000,BS,43,400.0
2538,3.000,BS,100,400.0
2539,3.000,BS,85,400.0
2540,3.000,BS,75,400.0
2541,3.250,,86,400.0
2542,3.378,LT,94,400.0
2543,3.500,,2,400.0
2544,3.526,LT,87,400.0
2545,3.000,BS,25,400.0
2546,3.000,BS,89,400.0
2547,3.000,BT,60,400.0
2548,3.000,BS,99,400.0
2549,3.250,,92,400.0
2550,3.338,LT,54,400.0
2569,3.500,BT,25,402.0
2570,3.500,BS,30,402.0
2571,3.500,BS,43,402.0
2572,3.500,BS,86,402.0
2573,3.500,BS,93,402.0
2574,3.736,LTd,87,402.0
2575,3.750,,89,402.0
2576,3.750,BS,92,402.0
2577,3.750,,100,402.0
2578,3.500,BS,60,402.0
2579,3.500,BS,88,402.0
2580,3.500,BS,42,402.0
2581,3.500,BS,94,402.0
2582,3.500,BS,95,402.0
2583,3.750,,75,402.0
2584,3.750,,8,402.0
2585,3.500,BT,54,402.0
2586,3.500,BS,89,402.0
2587,3.500,BS,92,402.0
2588,3.500,BS,25,402.0
2589,3.500,BS,30,402.0
2590,3.736,LTd,43,402.0
2591,3.750,,100,402.0
2592,3.750,BS,86,402.0
2593,3.750,,93,402.0
2594,3.500,BS,60,402.0
2595,3.500,BS,87,402.0
2596,3.500,BS,8,402.0
2597,3.500,BS,88,402.0
2598,3.500,BS,42,402.0
2599,3.750,,94,402.0
2600,3.750,,54,402.0
2601,3.750,,95,402.0
2603,4.250,BT,91,404.0
2604,4.250,BS,25,404.0
2605,4.250,BT,30,404.0
2606,4.250,BS,89,404.0
2607,4.250,BT,43,404.0
2608,4.250,BT,100,404.0
2609,4.250,BS,86,404.0
2610,4.250,BT,93,404.0
2611,4.250,BT,60,404.0
2612,4.250,BS,87,404.0
2613,4.750,,92,404.0
2614,4.250,,8,404.0
2615,4.250,BT,88,404.0
2616,4.250,BS,42,404.0
2617,4.250,BT,94,404.0
2618,4.250,BS,95,404.0
2619,4.250,BS,75,404.0
2620,4.750,,54,404.0
2621,4.295,,93,405.0
2622,4.250,,91,405.0
2623,4.250,,92,405.0
2639,4.750,BT,91,406.0
2640,4.750,BT,25,406.0
2641,4.750,BT,30,406.0
2642,4.750,BS,89,406.0
2643,4.750,BT,43,406.0
2644,4.750,BT,100,406.0
2645,4.750,BT,86,406.0
2646,4.750,BT,93,406.0
2647,4.750,BT,60,406.0
2648,4.750,BT,87,406.0
2649,4.750,BT,98,406.0
2650,5.250,,92,406.0
2651,4.750,BT,8,406.0
2652,4.750,BT,88,406.0
2653,4.750,BS,94,406.0
2654,4.750,BT,95,406.0
2655,4.750,BT,96,406.0
2656,5.250,,54,406.0
2657,5.250,,75,406.0
2658,4.893,,93,407.0
2659,4.750,,91,407.0
2661,4.792,,92,407.0
2662,4.750,,25,407.0
2677,5.500,BS,91,408.0
2678,5.500,BT,25,408.0
2679,5.500,BT,30,408.0
2680,5.500,BS,43,408.0
2681,5.500,BT,86,408.0
2682,5.500,BT,93,408.0
2683,5.500,BS,87,408.0
2684,5.519,A,98,408.0
2685,5.750,,89,408.0
2686,6.000,BS,92,408.0
2687,6.000,,100,408.0
2688,5.500,BT,60,408.0
2689,5.500,BT,94,408.0
2690,5.500,BT,54,408.0
2691,5.500,BS,96,408.0
2692,5.865,LT,75,408.0
2693,6.000,,88,408.0
2694,6.000,,95,408.0
2707,5.500,BT,8,
2708,5.500,BT,92,
2709,6.000,BS,25,
2710,6.000,BS,89,
2711,6.000,BS,94,
2712,6.000,BS,60,
2714,6.000,,91,410.0
2715,6.000,BT,30,410.0
2716,6.000,BT,88,410.0
2717,6.000,BT,43,410.0
2718,6.000,BS,86,410.0
2719,6.000,BT,93,410.0
2720,6.000,BT,54,410.0
2721,6.000,BT,96,410.0
2722,6.000,BT,87,410.0
2723,6.000,BS,98,410.0
2724,6.187,LT,95,410.0
2725,6.000,BT,8,410.0
2726,6.000,BT,92,410.0
2727,6.000,BS,25,410.0
2728,6.000,BT,89,410.0
2729,6.000,BT,94,410.0
2730,6.000,BS,75,410.0
2731,6.252,LT,60,410.0
2732,6.036,,91,411.0
2733,6.000,,30,411.0
2735,6.017,,43,411.0
2736,6.000,,86,411.0
2750,5.500,BS,91,412.0
2751,5.500,,98,412.0
2752,5.750,BE,30,412.0
2753,5.750,BS,43,412.0
2754,5.750,BE,86,412.0
2755,5.750,BE,93,412.0
2756,5.750,BE,96,412.0
2757,5.750,BS,87,412.0
2758,6.000,BE,88,412.0
2759,6.000,,54,412.0
2760,6.000,BE,95,412.0
2761,5.500,,94,412.0
2762,5.500,BS,60,412.0
2763,5.636,LEe,25,412.0
2764,5.750,BE,8,412.0
2765,5.750,,92,412.0
2766,5.750,BS,75,412.0
2767,5.750,,89,412.0
2769,5.696,,30,413.0
2770,5.750,,88,413.0
2772,5.773,,86,413.0
2773,5.750,,93,413.0
2774,5.750,,54,413.0
2785,5.562,LE,98,414.0
2786,5.750,BS,91,414.0
2787,5.750,BS,30,414.0
2788,5.750,BS,88,414.0
2789,5.750,BS,43,414.0
2790,5.750,BS,86,414.0
2791,5.750,BS,93,414.0
2792,5.750,BS,54,414.0
2793,5.750,BS,95,414.0
2794,5.750,BS,96,414.0
2795,5.750,BS,87,414.0
2796,5.500,,25,414.0
2797,5.750,BS,8,414.0
2798,5.750,BS,92,414.0
2799,5.750,BS,89,414.0
2800,5.750,BS,94,414.0
2801,5.750,BS,60,414.0
2802,5.750,BS,75,414.0
2803,5.714,,91,415.0
2804,5.750,,86,415.0
2806,5.733,,88,415.0
2807,5.750,,43,415.0
2821,5.500,BS,91,416.0
2822,5.500,BS,30,416.0
2823,5.500,BS,43,416.0
2824,5.500,BS,86,416.0
2825,5.500,BS,93,416.0
2826,5.500,BS,98,416.0
2827,5.542,LE,87,416.0
2828,5.750,,88,416.0
2829,5.750,,54,416.0
2830,5.750,,95,416.0
2831,5.750,,96,416.0
2832,5.500,BS,8,416.0
2833,5.500,BS,9999,416.0
2834,5.500,,89,416.0
2835,5.500,BS,94,416.0
2836,5.500,BS,60,416.0
2837,5.750,,92,416.0
2856,5.250,BS,8,418.0
2857,5.250,BS,30,418.0
2858,5.250,,89,418.0
2859,5.250,BS,43,418.0
2860,5.250,BS,86,418.0
2861,5.250,BS,93,418.0
2862,5.250,BS,94,418.0
2863,5.250,BS,87,418.0
2864,5.250,BS,75,418.0
2865,5.250,BS,98,418.0
2866,5.250,,92,418.0
2867,5.250,BS,9999,418.0
2868,5.250,BS,88,418.0
2869,5.250,BS,54,418.0
2870,5.250,BS,95,418.0
2871,5.250,BS,96,418.0
2872,5.250,,60,418.0
2873,5.250,,8,419.0
2874,5.250,,30,419.0
2876,5.250,,43,419.0
2877,5.250,,86,419.0
